Label,Region1,Region2
X5224,RH_DorsAttn_FEF_1,CAUDATE_LEFT
X5225,RH_SalVentAttn_TempOccPar_1,CAUDATE_LEFT
X5226,RH_SalVentAttn_TempOccPar_2,CAUDATE_LEFT
X5227,RH_SalVentAttn_FrOperIns_1,CAUDATE_LEFT
X5228,RH_SalVentAttn_Med_1,CAUDATE_LEFT
X5229,RH_SalVentAttn_Med_2,CAUDATE_LEFT
X5230,RH_Limbic_OFC_1,CAUDATE_LEFT
X5231,RH_Limbic_TempPole_1,CAUDATE_LEFT
X5232,RH_Cont_Par_1,CAUDATE_LEFT
X5233,RH_Cont_Par_2,CAUDATE_LEFT
X5234,RH_Cont_PFCl_1,CAUDATE_LEFT
X5235,RH_Cont_PFCl_2,CAUDATE_LEFT
X5236,RH_Cont_PFCl_3,CAUDATE_LEFT
X5237,RH_Cont_PFCl_4,CAUDATE_LEFT
X5238,RH_Cont_Cing_1,CAUDATE_LEFT
X5239,RH_Cont_PFCmp_1,CAUDATE_LEFT
X5240,RH_Cont_pCun_1,CAUDATE_LEFT
X5241,RH_Default_Par_1,CAUDATE_LEFT
X5242,RH_Default_Temp_1,CAUDATE_LEFT
X5243,RH_Default_Temp_2,CAUDATE_LEFT
X5244,RH_Default_Temp_3,CAUDATE_LEFT
X5245,RH_Default_PFCv_1,CAUDATE_LEFT
X5246,RH_Default_PFCv_2,CAUDATE_LEFT
X5247,RH_Default_PFCdPFCm_1,CAUDATE_LEFT
X5248,RH_Default_PFCdPFCm_2,CAUDATE_LEFT
X5249,RH_Default_PFCdPFCm_3,CAUDATE_LEFT
X5250,RH_Default_pCunPCC_1,CAUDATE_LEFT
X5251,RH_Default_pCunPCC_2,CAUDATE_LEFT
X5252,CEREBELLUM_LEFT,CAUDATE_LEFT
X5253,THALAMUS_LEFT,CAUDATE_LEFT
X5254,LH_Vis_1,PUTAMEN_LEFT
X5255,LH_Vis_2,PUTAMEN_LEFT
X5256,LH_Vis_3,PUTAMEN_LEFT
X5257,LH_Vis_4,PUTAMEN_LEFT
X5258,LH_Vis_5,PUTAMEN_LEFT
X5259,LH_Vis_6,PUTAMEN_LEFT
X5260,LH_Vis_7,PUTAMEN_LEFT
X5261,LH_Vis_8,PUTAMEN_LEFT
X5262,LH_Vis_9,PUTAMEN_LEFT
X5263,LH_SomMot_1,PUTAMEN_LEFT
X5264,LH_SomMot_2,PUTAMEN_LEFT
X5265,LH_SomMot_3,PUTAMEN_LEFT
X5266,LH_SomMot_4,PUTAMEN_LEFT
X5267,LH_SomMot_5,PUTAMEN_LEFT
X5268,LH_SomMot_6,PUTAMEN_LEFT
X5269,LH_DorsAttn_Post_1,PUTAMEN_LEFT
X5270,LH_DorsAttn_Post_2,PUTAMEN_LEFT
X5271,LH_DorsAttn_Post_3,PUTAMEN_LEFT
X5272,LH_DorsAttn_Post_4,PUTAMEN_LEFT
X5273,LH_DorsAttn_Post_5,PUTAMEN_LEFT
X5274,LH_DorsAttn_Post_6,PUTAMEN_LEFT
X5275,LH_DorsAttn_PrCv_1,PUTAMEN_LEFT
X5276,LH_DorsAttn_FEF_1,PUTAMEN_LEFT
X5277,LH_SalVentAttn_ParOper_1,PUTAMEN_LEFT
X5278,LH_SalVentAttn_FrOperIns_1,PUTAMEN_LEFT
X5279,LH_SalVentAttn_FrOperIns_2,PUTAMEN_LEFT
X5280,LH_SalVentAttn_PFCl_1,PUTAMEN_LEFT
X5281,LH_SalVentAttn_Med_1,PUTAMEN_LEFT
X5282,LH_SalVentAttn_Med_2,PUTAMEN_LEFT
X5283,LH_SalVentAttn_Med_3,PUTAMEN_LEFT
X5284,LH_Limbic_OFC_1,PUTAMEN_LEFT
X5285,LH_Limbic_TempPole_1,PUTAMEN_LEFT
X5286,LH_Limbic_TempPole_2,PUTAMEN_LEFT
X5287,LH_Cont_Par_1,PUTAMEN_LEFT
X5288,LH_Cont_PFCl_1,PUTAMEN_LEFT
X5289,LH_Cont_pCun_1,PUTAMEN_LEFT
X5290,LH_Cont_Cing_1,PUTAMEN_LEFT
X5291,LH_Default_Temp_1,PUTAMEN_LEFT
X5292,LH_Default_Temp_2,PUTAMEN_LEFT
X5293,LH_Default_Par_1,PUTAMEN_LEFT
X5294,LH_Default_Par_2,PUTAMEN_LEFT
X5295,LH_Default_PFC_1,PUTAMEN_LEFT
X5296,LH_Default_PFC_2,PUTAMEN_LEFT
X5297,LH_Default_PFC_3,PUTAMEN_LEFT
X5298,LH_Default_PFC_4,PUTAMEN_LEFT
X5299,LH_Default_PFC_5,PUTAMEN_LEFT
X5300,LH_Default_PFC_6,PUTAMEN_LEFT
X5301,LH_Default_PFC_7,PUTAMEN_LEFT
X5302,LH_Default_pCunPCC_1,PUTAMEN_LEFT
X5303,LH_Default_pCunPCC_2,PUTAMEN_LEFT
X5304,RH_Vis_1,PUTAMEN_LEFT
X5305,RH_Vis_2,PUTAMEN_LEFT
X5306,RH_Vis_3,PUTAMEN_LEFT
X5307,RH_Vis_4,PUTAMEN_LEFT
X5308,RH_Vis_5,PUTAMEN_LEFT
X5309,RH_Vis_6,PUTAMEN_LEFT
X5310,RH_Vis_7,PUTAMEN_LEFT
X5311,RH_Vis_8,PUTAMEN_LEFT
X5312,RH_SomMot_1,PUTAMEN_LEFT
X5313,RH_SomMot_2,PUTAMEN_LEFT
X5314,RH_SomMot_3,PUTAMEN_LEFT
X5315,RH_SomMot_4,PUTAMEN_LEFT
X5316,RH_SomMot_5,PUTAMEN_LEFT
X5317,RH_SomMot_6,PUTAMEN_LEFT
X5318,RH_SomMot_7,PUTAMEN_LEFT
X5319,RH_SomMot_8,PUTAMEN_LEFT
X5320,RH_DorsAttn_Post_1,PUTAMEN_LEFT
X5321,RH_DorsAttn_Post_2,PUTAMEN_LEFT
X5322,RH_DorsAttn_Post_3,PUTAMEN_LEFT
X5323,RH_DorsAttn_Post_4,PUTAMEN_LEFT
X5324,RH_DorsAttn_Post_5,PUTAMEN_LEFT
X5325,RH_DorsAttn_PrCv_1,PUTAMEN_LEFT
X5326,RH_DorsAttn_FEF_1,PUTAMEN_LEFT
X5327,RH_SalVentAttn_TempOccPar_1,PUTAMEN_LEFT
X5328,RH_SalVentAttn_TempOccPar_2,PUTAMEN_LEFT
X5329,RH_SalVentAttn_FrOperIns_1,PUTAMEN_LEFT
X5330,RH_SalVentAttn_Med_1,PUTAMEN_LEFT
X5331,RH_SalVentAttn_Med_2,PUTAMEN_LEFT
X5332,RH_Limbic_OFC_1,PUTAMEN_LEFT
X5333,RH_Limbic_TempPole_1,PUTAMEN_LEFT
X5334,RH_Cont_Par_1,PUTAMEN_LEFT
X5335,RH_Cont_Par_2,PUTAMEN_LEFT
X5336,RH_Cont_PFCl_1,PUTAMEN_LEFT
X5337,RH_Cont_PFCl_2,PUTAMEN_LEFT
X5338,RH_Cont_PFCl_3,PUTAMEN_LEFT
X5339,RH_Cont_PFCl_4,PUTAMEN_LEFT
X5340,RH_Cont_Cing_1,PUTAMEN_LEFT
X5341,RH_Cont_PFCmp_1,PUTAMEN_LEFT
X5342,RH_Cont_pCun_1,PUTAMEN_LEFT
X5343,RH_Default_Par_1,PUTAMEN_LEFT
X5344,RH_Default_Temp_1,PUTAMEN_LEFT
X5345,RH_Default_Temp_2,PUTAMEN_LEFT
X5346,RH_Default_Temp_3,PUTAMEN_LEFT
X5347,RH_Default_PFCv_1,PUTAMEN_LEFT
X5348,RH_Default_PFCv_2,PUTAMEN_LEFT
X5349,RH_Default_PFCdPFCm_1,PUTAMEN_LEFT
X5350,RH_Default_PFCdPFCm_2,PUTAMEN_LEFT
X5351,RH_Default_PFCdPFCm_3,PUTAMEN_LEFT
X5352,RH_Default_pCunPCC_1,PUTAMEN_LEFT
X5353,RH_Default_pCunPCC_2,PUTAMEN_LEFT
X5354,CEREBELLUM_LEFT,PUTAMEN_LEFT
X5355,THALAMUS_LEFT,PUTAMEN_LEFT
X5356,CAUDATE_LEFT,PUTAMEN_LEFT
X5357,LH_Vis_1,PALLIDUM_LEFT
X5358,LH_Vis_2,PALLIDUM_LEFT
X5359,LH_Vis_3,PALLIDUM_LEFT
X5360,LH_Vis_4,PALLIDUM_LEFT
X5361,LH_Vis_5,PALLIDUM_LEFT
X5362,LH_Vis_6,PALLIDUM_LEFT
X5363,LH_Vis_7,PALLIDUM_LEFT
X5364,LH_Vis_8,PALLIDUM_LEFT
X5365,LH_Vis_9,PALLIDUM_LEFT
X5366,LH_SomMot_1,PALLIDUM_LEFT
X5367,LH_SomMot_2,PALLIDUM_LEFT
X5368,LH_SomMot_3,PALLIDUM_LEFT
X5369,LH_SomMot_4,PALLIDUM_LEFT
X5370,LH_SomMot_5,PALLIDUM_LEFT
X5371,LH_SomMot_6,PALLIDUM_LEFT
X5372,LH_DorsAttn_Post_1,PALLIDUM_LEFT
X5373,LH_DorsAttn_Post_2,PALLIDUM_LEFT
X5374,LH_DorsAttn_Post_3,PALLIDUM_LEFT
X5375,LH_DorsAttn_Post_4,PALLIDUM_LEFT
X5376,LH_DorsAttn_Post_5,PALLIDUM_LEFT
X5377,LH_DorsAttn_Post_6,PALLIDUM_LEFT
X5378,LH_DorsAttn_PrCv_1,PALLIDUM_LEFT
X5379,LH_DorsAttn_FEF_1,PALLIDUM_LEFT
X5380,LH_SalVentAttn_ParOper_1,PALLIDUM_LEFT
X5381,LH_SalVentAttn_FrOperIns_1,PALLIDUM_LEFT
X5382,LH_SalVentAttn_FrOperIns_2,PALLIDUM_LEFT
X5383,LH_SalVentAttn_PFCl_1,PALLIDUM_LEFT
X5384,LH_SalVentAttn_Med_1,PALLIDUM_LEFT
X5385,LH_SalVentAttn_Med_2,PALLIDUM_LEFT
X5386,LH_SalVentAttn_Med_3,PALLIDUM_LEFT
X5387,LH_Limbic_OFC_1,PALLIDUM_LEFT
X5388,LH_Limbic_TempPole_1,PALLIDUM_LEFT
X5389,LH_Limbic_TempPole_2,PALLIDUM_LEFT
X5390,LH_Cont_Par_1,PALLIDUM_LEFT
X5391,LH_Cont_PFCl_1,PALLIDUM_LEFT
X5392,LH_Cont_pCun_1,PALLIDUM_LEFT
X5393,LH_Cont_Cing_1,PALLIDUM_LEFT
X5394,LH_Default_Temp_1,PALLIDUM_LEFT
X5395,LH_Default_Temp_2,PALLIDUM_LEFT
X5396,LH_Default_Par_1,PALLIDUM_LEFT
X5397,LH_Default_Par_2,PALLIDUM_LEFT
X5398,LH_Default_PFC_1,PALLIDUM_LEFT
X5399,LH_Default_PFC_2,PALLIDUM_LEFT
X5400,LH_Default_PFC_3,PALLIDUM_LEFT
X5401,LH_Default_PFC_4,PALLIDUM_LEFT
X5402,LH_Default_PFC_5,PALLIDUM_LEFT
X5403,LH_Default_PFC_6,PALLIDUM_LEFT
X5404,LH_Default_PFC_7,PALLIDUM_LEFT
X5405,LH_Default_pCunPCC_1,PALLIDUM_LEFT
X5406,LH_Default_pCunPCC_2,PALLIDUM_LEFT
X5407,RH_Vis_1,PALLIDUM_LEFT
X5408,RH_Vis_2,PALLIDUM_LEFT
X5409,RH_Vis_3,PALLIDUM_LEFT
X5410,RH_Vis_4,PALLIDUM_LEFT
X5411,RH_Vis_5,PALLIDUM_LEFT
X5412,RH_Vis_6,PALLIDUM_LEFT
X5413,RH_Vis_7,PALLIDUM_LEFT
X5414,RH_Vis_8,PALLIDUM_LEFT
X5415,RH_SomMot_1,PALLIDUM_LEFT
X5416,RH_SomMot_2,PALLIDUM_LEFT
X5417,RH_SomMot_3,PALLIDUM_LEFT
X5418,RH_SomMot_4,PALLIDUM_LEFT
X5419,RH_SomMot_5,PALLIDUM_LEFT
X5420,RH_SomMot_6,PALLIDUM_LEFT
X5421,RH_SomMot_7,PALLIDUM_LEFT
X5422,RH_SomMot_8,PALLIDUM_LEFT
X5423,RH_DorsAttn_Post_1,PALLIDUM_LEFT
X5424,RH_DorsAttn_Post_2,PALLIDUM_LEFT
X5425,RH_DorsAttn_Post_3,PALLIDUM_LEFT
X5426,RH_DorsAttn_Post_4,PALLIDUM_LEFT
X5427,RH_DorsAttn_Post_5,PALLIDUM_LEFT
X5428,RH_DorsAttn_PrCv_1,PALLIDUM_LEFT
X5429,RH_DorsAttn_FEF_1,PALLIDUM_LEFT
X5430,RH_SalVentAttn_TempOccPar_1,PALLIDUM_LEFT
X5431,RH_SalVentAttn_TempOccPar_2,PALLIDUM_LEFT
X5432,RH_SalVentAttn_FrOperIns_1,PALLIDUM_LEFT
X5433,RH_SalVentAttn_Med_1,PALLIDUM_LEFT
X5434,RH_SalVentAttn_Med_2,PALLIDUM_LEFT
X5435,RH_Limbic_OFC_1,PALLIDUM_LEFT
X5436,RH_Limbic_TempPole_1,PALLIDUM_LEFT
X5437,RH_Cont_Par_1,PALLIDUM_LEFT
X5438,RH_Cont_Par_2,PALLIDUM_LEFT
X5439,RH_Cont_PFCl_1,PALLIDUM_LEFT
X5440,RH_Cont_PFCl_2,PALLIDUM_LEFT
X5441,RH_Cont_PFCl_3,PALLIDUM_LEFT
X5442,RH_Cont_PFCl_4,PALLIDUM_LEFT
X5443,RH_Cont_Cing_1,PALLIDUM_LEFT
X5444,RH_Cont_PFCmp_1,PALLIDUM_LEFT
X5445,RH_Cont_pCun_1,PALLIDUM_LEFT
X5446,RH_Default_Par_1,PALLIDUM_LEFT
X5447,RH_Default_Temp_1,PALLIDUM_LEFT
X5448,RH_Default_Temp_2,PALLIDUM_LEFT
X5449,RH_Default_Temp_3,PALLIDUM_LEFT
X5450,RH_Default_PFCv_1,PALLIDUM_LEFT
X5451,RH_Default_PFCv_2,PALLIDUM_LEFT
X5452,RH_Default_PFCdPFCm_1,PALLIDUM_LEFT
X5453,RH_Default_PFCdPFCm_2,PALLIDUM_LEFT
X5454,RH_Default_PFCdPFCm_3,PALLIDUM_LEFT
X5455,RH_Default_pCunPCC_1,PALLIDUM_LEFT
X5456,RH_Default_pCunPCC_2,PALLIDUM_LEFT
X5457,CEREBELLUM_LEFT,PALLIDUM_LEFT
X5458,THALAMUS_LEFT,PALLIDUM_LEFT
X5459,CAUDATE_LEFT,PALLIDUM_LEFT
X5460,PUTAMEN_LEFT,PALLIDUM_LEFT
X5461,LH_Vis_1,BRAIN_STEM
X5462,LH_Vis_2,BRAIN_STEM
X5463,LH_Vis_3,BRAIN_STEM
X5464,LH_Vis_4,BRAIN_STEM
X5465,LH_Vis_5,BRAIN_STEM
X5466,LH_Vis_6,BRAIN_STEM
X5467,LH_Vis_7,BRAIN_STEM
X5468,LH_Vis_8,BRAIN_STEM
X5469,LH_Vis_9,BRAIN_STEM
X5470,LH_SomMot_1,BRAIN_STEM
X5471,LH_SomMot_2,BRAIN_STEM
X5472,LH_SomMot_3,BRAIN_STEM
X5473,LH_SomMot_4,BRAIN_STEM
X5474,LH_SomMot_5,BRAIN_STEM
X5475,LH_SomMot_6,BRAIN_STEM
X5476,LH_DorsAttn_Post_1,BRAIN_STEM
X5477,LH_DorsAttn_Post_2,BRAIN_STEM
X5478,LH_DorsAttn_Post_3,BRAIN_STEM
X5479,LH_DorsAttn_Post_4,BRAIN_STEM
X5480,LH_DorsAttn_Post_5,BRAIN_STEM
X5481,LH_DorsAttn_Post_6,BRAIN_STEM
X5482,LH_DorsAttn_PrCv_1,BRAIN_STEM
X5483,LH_DorsAttn_FEF_1,BRAIN_STEM
X5484,LH_SalVentAttn_ParOper_1,BRAIN_STEM
X5485,LH_SalVentAttn_FrOperIns_1,BRAIN_STEM
X5486,LH_SalVentAttn_FrOperIns_2,BRAIN_STEM
X5487,LH_SalVentAttn_PFCl_1,BRAIN_STEM
X5488,LH_SalVentAttn_Med_1,BRAIN_STEM
X5489,LH_SalVentAttn_Med_2,BRAIN_STEM
X5490,LH_SalVentAttn_Med_3,BRAIN_STEM
X5491,LH_Limbic_OFC_1,BRAIN_STEM
X5492,LH_Limbic_TempPole_1,BRAIN_STEM
X5493,LH_Limbic_TempPole_2,BRAIN_STEM
X5494,LH_Cont_Par_1,BRAIN_STEM
X5495,LH_Cont_PFCl_1,BRAIN_STEM
X5496,LH_Cont_pCun_1,BRAIN_STEM
X5497,LH_Cont_Cing_1,BRAIN_STEM
X5498,LH_Default_Temp_1,BRAIN_STEM
X5499,LH_Default_Temp_2,BRAIN_STEM
X5500,LH_Default_Par_1,BRAIN_STEM
X5501,LH_Default_Par_2,BRAIN_STEM
X5502,LH_Default_PFC_1,BRAIN_STEM
X5503,LH_Default_PFC_2,BRAIN_STEM
X5504,LH_Default_PFC_3,BRAIN_STEM
X5505,LH_Default_PFC_4,BRAIN_STEM
X5506,LH_Default_PFC_5,BRAIN_STEM
X5507,LH_Default_PFC_6,BRAIN_STEM
X5508,LH_Default_PFC_7,BRAIN_STEM
X5509,LH_Default_pCunPCC_1,BRAIN_STEM
X5510,LH_Default_pCunPCC_2,BRAIN_STEM
X5511,RH_Vis_1,BRAIN_STEM
X5512,RH_Vis_2,BRAIN_STEM
X5513,RH_Vis_3,BRAIN_STEM
X5514,RH_Vis_4,BRAIN_STEM
X5515,RH_Vis_5,BRAIN_STEM
X5516,RH_Vis_6,BRAIN_STEM
X5517,RH_Vis_7,BRAIN_STEM
X5518,RH_Vis_8,BRAIN_STEM
X5519,RH_SomMot_1,BRAIN_STEM
X5520,RH_SomMot_2,BRAIN_STEM
X5521,RH_SomMot_3,BRAIN_STEM
X5522,RH_SomMot_4,BRAIN_STEM
X5523,RH_SomMot_5,BRAIN_STEM
X5524,RH_SomMot_6,BRAIN_STEM
X5525,RH_SomMot_7,BRAIN_STEM
X5526,RH_SomMot_8,BRAIN_STEM
X5527,RH_DorsAttn_Post_1,BRAIN_STEM
X5528,RH_DorsAttn_Post_2,BRAIN_STEM
X5529,RH_DorsAttn_Post_3,BRAIN_STEM
X5530,RH_DorsAttn_Post_4,BRAIN_STEM
X5531,RH_DorsAttn_Post_5,BRAIN_STEM
X5532,RH_DorsAttn_PrCv_1,BRAIN_STEM
X5533,RH_DorsAttn_FEF_1,BRAIN_STEM
X5534,RH_SalVentAttn_TempOccPar_1,BRAIN_STEM
X5535,RH_SalVentAttn_TempOccPar_2,BRAIN_STEM
X5536,RH_SalVentAttn_FrOperIns_1,BRAIN_STEM
X5537,RH_SalVentAttn_Med_1,BRAIN_STEM
X5538,RH_SalVentAttn_Med_2,BRAIN_STEM
X5539,RH_Limbic_OFC_1,BRAIN_STEM
X5540,RH_Limbic_TempPole_1,BRAIN_STEM
X5541,RH_Cont_Par_1,BRAIN_STEM
X5542,RH_Cont_Par_2,BRAIN_STEM
X5543,RH_Cont_PFCl_1,BRAIN_STEM
X5544,RH_Cont_PFCl_2,BRAIN_STEM
X5545,RH_Cont_PFCl_3,BRAIN_STEM
X5546,RH_Cont_PFCl_4,BRAIN_STEM
X5547,RH_Cont_Cing_1,BRAIN_STEM
X5548,RH_Cont_PFCmp_1,BRAIN_STEM
X5549,RH_Cont_pCun_1,BRAIN_STEM
X5550,RH_Default_Par_1,BRAIN_STEM
X5551,RH_Default_Temp_1,BRAIN_STEM
X5552,RH_Default_Temp_2,BRAIN_STEM
X5553,RH_Default_Temp_3,BRAIN_STEM
X5554,RH_Default_PFCv_1,BRAIN_STEM
X5555,RH_Default_PFCv_2,BRAIN_STEM
X5556,RH_Default_PFCdPFCm_1,BRAIN_STEM
X5557,RH_Default_PFCdPFCm_2,BRAIN_STEM
X5558,RH_Default_PFCdPFCm_3,BRAIN_STEM
X5559,RH_Default_pCunPCC_1,BRAIN_STEM
X5560,RH_Default_pCunPCC_2,BRAIN_STEM
X5561,CEREBELLUM_LEFT,BRAIN_STEM
X5562,THALAMUS_LEFT,BRAIN_STEM
X5563,CAUDATE_LEFT,BRAIN_STEM
X5564,PUTAMEN_LEFT,BRAIN_STEM
X5565,PALLIDUM_LEFT,BRAIN_STEM
X5566,LH_Vis_1,HIPPOCAMPUS_LEFT
X5567,LH_Vis_2,HIPPOCAMPUS_LEFT
X5568,LH_Vis_3,HIPPOCAMPUS_LEFT
X5569,LH_Vis_4,HIPPOCAMPUS_LEFT
X5570,LH_Vis_5,HIPPOCAMPUS_LEFT
X5571,LH_Vis_6,HIPPOCAMPUS_LEFT
X5572,LH_Vis_7,HIPPOCAMPUS_LEFT
X5573,LH_Vis_8,HIPPOCAMPUS_LEFT
X5574,LH_Vis_9,HIPPOCAMPUS_LEFT
X5575,LH_SomMot_1,HIPPOCAMPUS_LEFT
X5576,LH_SomMot_2,HIPPOCAMPUS_LEFT
X5577,LH_SomMot_3,HIPPOCAMPUS_LEFT
X5578,LH_SomMot_4,HIPPOCAMPUS_LEFT
X5579,LH_SomMot_5,HIPPOCAMPUS_LEFT
X5580,LH_SomMot_6,HIPPOCAMPUS_LEFT
X5581,LH_DorsAttn_Post_1,HIPPOCAMPUS_LEFT
X5582,LH_DorsAttn_Post_2,HIPPOCAMPUS_LEFT
X5583,LH_DorsAttn_Post_3,HIPPOCAMPUS_LEFT
X5584,LH_DorsAttn_Post_4,HIPPOCAMPUS_LEFT
X5585,LH_DorsAttn_Post_5,HIPPOCAMPUS_LEFT
X5586,LH_DorsAttn_Post_6,HIPPOCAMPUS_LEFT
X5587,LH_DorsAttn_PrCv_1,HIPPOCAMPUS_LEFT
X5588,LH_DorsAttn_FEF_1,HIPPOCAMPUS_LEFT
X5589,LH_SalVentAttn_ParOper_1,HIPPOCAMPUS_LEFT
X5590,LH_SalVentAttn_FrOperIns_1,HIPPOCAMPUS_LEFT
X5591,LH_SalVentAttn_FrOperIns_2,HIPPOCAMPUS_LEFT
X5592,LH_SalVentAttn_PFCl_1,HIPPOCAMPUS_LEFT
X5593,LH_SalVentAttn_Med_1,HIPPOCAMPUS_LEFT
X5594,LH_SalVentAttn_Med_2,HIPPOCAMPUS_LEFT
X5595,LH_SalVentAttn_Med_3,HIPPOCAMPUS_LEFT
X5596,LH_Limbic_OFC_1,HIPPOCAMPUS_LEFT
X5597,LH_Limbic_TempPole_1,HIPPOCAMPUS_LEFT
X5598,LH_Limbic_TempPole_2,HIPPOCAMPUS_LEFT
X5599,LH_Cont_Par_1,HIPPOCAMPUS_LEFT
X5600,LH_Cont_PFCl_1,HIPPOCAMPUS_LEFT
X5601,LH_Cont_pCun_1,HIPPOCAMPUS_LEFT
X5602,LH_Cont_Cing_1,HIPPOCAMPUS_LEFT
X5603,LH_Default_Temp_1,HIPPOCAMPUS_LEFT
X5604,LH_Default_Temp_2,HIPPOCAMPUS_LEFT
X5605,LH_Default_Par_1,HIPPOCAMPUS_LEFT
X5606,LH_Default_Par_2,HIPPOCAMPUS_LEFT
X5607,LH_Default_PFC_1,HIPPOCAMPUS_LEFT
X5608,LH_Default_PFC_2,HIPPOCAMPUS_LEFT
X5609,LH_Default_PFC_3,HIPPOCAMPUS_LEFT
X5610,LH_Default_PFC_4,HIPPOCAMPUS_LEFT
X5611,LH_Default_PFC_5,HIPPOCAMPUS_LEFT
X5612,LH_Default_PFC_6,HIPPOCAMPUS_LEFT
X5613,LH_Default_PFC_7,HIPPOCAMPUS_LEFT
X5614,LH_Default_pCunPCC_1,HIPPOCAMPUS_LEFT
X5615,LH_Default_pCunPCC_2,HIPPOCAMPUS_LEFT
X5616,RH_Vis_1,HIPPOCAMPUS_LEFT
X5617,RH_Vis_2,HIPPOCAMPUS_LEFT
X5618,RH_Vis_3,HIPPOCAMPUS_LEFT
X5619,RH_Vis_4,HIPPOCAMPUS_LEFT
X5620,RH_Vis_5,HIPPOCAMPUS_LEFT
X5621,RH_Vis_6,HIPPOCAMPUS_LEFT
X5622,RH_Vis_7,HIPPOCAMPUS_LEFT
X5623,RH_Vis_8,HIPPOCAMPUS_LEFT
X5624,RH_SomMot_1,HIPPOCAMPUS_LEFT
X5625,RH_SomMot_2,HIPPOCAMPUS_LEFT
X5626,RH_SomMot_3,HIPPOCAMPUS_LEFT
X5627,RH_SomMot_4,HIPPOCAMPUS_LEFT
X5628,RH_SomMot_5,HIPPOCAMPUS_LEFT
X5629,RH_SomMot_6,HIPPOCAMPUS_LEFT
X5630,RH_SomMot_7,HIPPOCAMPUS_LEFT
X5631,RH_SomMot_8,HIPPOCAMPUS_LEFT
X5632,RH_DorsAttn_Post_1,HIPPOCAMPUS_LEFT
X5633,RH_DorsAttn_Post_2,HIPPOCAMPUS_LEFT
X5634,RH_DorsAttn_Post_3,HIPPOCAMPUS_LEFT
X5635,RH_DorsAttn_Post_4,HIPPOCAMPUS_LEFT
X5636,RH_DorsAttn_Post_5,HIPPOCAMPUS_LEFT
X5637,RH_DorsAttn_PrCv_1,HIPPOCAMPUS_LEFT
X5638,RH_DorsAttn_FEF_1,HIPPOCAMPUS_LEFT
X5639,RH_SalVentAttn_TempOccPar_1,HIPPOCAMPUS_LEFT
X5640,RH_SalVentAttn_TempOccPar_2,HIPPOCAMPUS_LEFT
X5641,RH_SalVentAttn_FrOperIns_1,HIPPOCAMPUS_LEFT
X5642,RH_SalVentAttn_Med_1,HIPPOCAMPUS_LEFT
X5643,RH_SalVentAttn_Med_2,HIPPOCAMPUS_LEFT
X5644,RH_Limbic_OFC_1,HIPPOCAMPUS_LEFT
X5645,RH_Limbic_TempPole_1,HIPPOCAMPUS_LEFT
X5646,RH_Cont_Par_1,HIPPOCAMPUS_LEFT
X5647,RH_Cont_Par_2,HIPPOCAMPUS_LEFT
X5648,RH_Cont_PFCl_1,HIPPOCAMPUS_LEFT
X5649,RH_Cont_PFCl_2,HIPPOCAMPUS_LEFT
X5650,RH_Cont_PFCl_3,HIPPOCAMPUS_LEFT
X5651,RH_Cont_PFCl_4,HIPPOCAMPUS_LEFT
X5652,RH_Cont_Cing_1,HIPPOCAMPUS_LEFT
X5653,RH_Cont_PFCmp_1,HIPPOCAMPUS_LEFT
X5654,RH_Cont_pCun_1,HIPPOCAMPUS_LEFT
X5655,RH_Default_Par_1,HIPPOCAMPUS_LEFT
X5656,RH_Default_Temp_1,HIPPOCAMPUS_LEFT
X5657,RH_Default_Temp_2,HIPPOCAMPUS_LEFT
X5658,RH_Default_Temp_3,HIPPOCAMPUS_LEFT
X5659,RH_Default_PFCv_1,HIPPOCAMPUS_LEFT
X5660,RH_Default_PFCv_2,HIPPOCAMPUS_LEFT
X5661,RH_Default_PFCdPFCm_1,HIPPOCAMPUS_LEFT
X5662,RH_Default_PFCdPFCm_2,HIPPOCAMPUS_LEFT
X5663,RH_Default_PFCdPFCm_3,HIPPOCAMPUS_LEFT
X5664,RH_Default_pCunPCC_1,HIPPOCAMPUS_LEFT
X5665,RH_Default_pCunPCC_2,HIPPOCAMPUS_LEFT
X5666,CEREBELLUM_LEFT,HIPPOCAMPUS_LEFT
X5667,THALAMUS_LEFT,HIPPOCAMPUS_LEFT
X5668,CAUDATE_LEFT,HIPPOCAMPUS_LEFT
X5669,PUTAMEN_LEFT,HIPPOCAMPUS_LEFT
X5670,PALLIDUM_LEFT,HIPPOCAMPUS_LEFT
X5671,BRAIN_STEM,HIPPOCAMPUS_LEFT
X5672,LH_Vis_1,AMYGDALA_LEFT
X5673,LH_Vis_2,AMYGDALA_LEFT
X5674,LH_Vis_3,AMYGDALA_LEFT
X5675,LH_Vis_4,AMYGDALA_LEFT
X5676,LH_Vis_5,AMYGDALA_LEFT
X5677,LH_Vis_6,AMYGDALA_LEFT
X5678,LH_Vis_7,AMYGDALA_LEFT
X5679,LH_Vis_8,AMYGDALA_LEFT
X5680,LH_Vis_9,AMYGDALA_LEFT
X5681,LH_SomMot_1,AMYGDALA_LEFT
X5682,LH_SomMot_2,AMYGDALA_LEFT
X5683,LH_SomMot_3,AMYGDALA_LEFT
X5684,LH_SomMot_4,AMYGDALA_LEFT
X5685,LH_SomMot_5,AMYGDALA_LEFT
X5686,LH_SomMot_6,AMYGDALA_LEFT
X5687,LH_DorsAttn_Post_1,AMYGDALA_LEFT
